Detailed activity log for 2025-09-06

          id     timestamp  category  duration                                                                                                                                                                                                                                                              window_title  synced        source  local_date
1099  131661  1.757153e+09    coding         4                                                                                                                                                                                                                    google news and 17 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1100  131662  1.757154e+09    coding        17                                                                                                                                                                                                                    google news and 18 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1101  131663  1.757154e+09    coding       205                                                                                                                                                 yes you can stay on windows 10. but you need to do this before oct. 14 | pcmag and 17 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1102  131664  1.757154e+09    coding       113                                                                                                                                                                        mcdonald’s ceo raises alarm about new customer behavior and 16 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1103  131665  1.757154e+09    coding        66                                                                                                                                         the 6 convenience foods you should eat to lower blood pressure according to dietitians and 15 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1104  131666  1.757154e+09      mail         3                                                                                                                                                                                              inbox - cen.rao@gmail.com - gmail and 14 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1105  131667  1.757154e+09    coding         2                                                                                                                                                                                                                                                            command prompt       1  RCR-PF3LV9TF  2025-09-06
1106  131668  1.757154e+09    coding         9                                                                                                                                                                                                                                                  command prompt - run.bat       1  RCR-PF3LV9TF  2025-09-06
1107  131669  1.757154e+09    coding        13                                                                                                                                                          c:\projects\ocrt-master 16.3.1202.0\ocrt\ocrengine\shell\finereader\application - file explorer [ master ↓0 ↑0 ]       1  RCR-PF3LV9TF  2025-09-06
1108  131670  1.757154e+09    coding         3                                                                                                                                                                                        c:\projects\ocrt-master 16.3.1202.0\fineobjects\configurationprops - file explorer       1  RCR-PF3LV9TF  2025-09-06
1109  131671  1.757154e+09    coding         7                                                                                                                                                                                                                                               c:\projects - file explorer       1  RCR-PF3LV9TF  2025-09-06
1110  131672  1.757154e+09    coding         8                                                                                                                                                                                                           c:\projects\window_recorder - file explorer [ itimeline ↓0 ↑0 ]       1  RCR-PF3LV9TF  2025-09-06
1111  131673  1.757154e+09    coding        14                                                                                                                                                                                              track your time - don't waste it! and 15 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1112  131674  1.757156e+09    coding         7                                                                                                                                                                                                                c:\program files (x86)\windows kits\10\bin - file explorer       1  RCR-PF3LV9TF  2025-09-06
1113  131675  1.757156e+09      idle         0                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1114  131676  1.757157e+09    wasted        56                                                                                                                                                                                     amazon.com: stainless steel: home & kitchen and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1115  131677  1.757157e+09      idle         0                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1116  131678  1.757157e+09    wasted         2                                                                                                                                                                           amazon.com: $0-$100 - stainless steel: home & kitchen and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1117  131679  1.757157e+09    wasted        25                                                                                                                                                                                                                      amazon.com and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1118  131680  1.757157e+09    wasted        64                                                                                                                    amazon.com: oster sangerfield stainless steel cookware 3.0-quart dutch oven w/steamer basket: home & kitchen and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1119  131681  1.757157e+09    coding         8                                                                                                                                                                                               track your time - don't waste it! and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1120  131682  1.757157e+09    coding       126                                                                                                                                                                                                       requirements.txt - window_recorder (workspace) - visual studio code       1  RCR-PF3LV9TF  2025-09-06
1121  131683  1.757157e+09  learning         3                                                                                                                                                                                                                                                                   warning       1  RCR-PF3LV9TF  2025-09-06
1122  131684  1.757157e+09    coding         3                                                                                                                                                                                                                                                  command prompt - run.bat       1  RCR-PF3LV9TF  2025-09-06
1123  131685  1.757157e+09    coding        56                                                                                                                                                                                               track your time - don't waste it! and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1124  131686  1.757171e+09      idle     13761                                                                                                                                                                                                                                                                     start       1  RCR-PF3LV9TF  2025-09-06
1125  131687  1.757190e+09      idle         0                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1126  131688  1.757190e+09    coding        10                                                                                                                                                                                                                                                           microsoft store       1  RCR-PF3LV9TF  2025-09-06
1127  131689  1.757190e+09    coding         3                                                                                                                                                                                                                                                                    search       1  RCR-PF3LV9TF  2025-09-06
1128  131690  1.757190e+09      mail        14                                                                                                                                                                                                                                                            zoom workplace       1  RCR-PF3LV9TF  2025-09-06
1129  131691  1.757190e+09      mail       108                                                                                                                                                                                                                                                            zoom workplace       1  RCR-PF3LV9TF  2025-09-06
1130  131692  1.757190e+09      mail        12                                                                                                                                                                                                                                                    enter meeting passcode       1  RCR-PF3LV9TF  2025-09-06
1131  131693  1.757190e+09  learning        15                                                                                                                                                                                                                                                           新雅团契 fellowship       1  RCR-PF3LV9TF  2025-09-06
1132  131694  1.757190e+09      mail        79                                                                                                                                                                                                                                                          zoom device test       1  RCR-PF3LV9TF  2025-09-06
1133  131695  1.757190e+09  learning         6                                                                                                                                                                                                                                                           新雅团契 fellowship       1  RCR-PF3LV9TF  2025-09-06
1134  131696  1.757190e+09      mail         6                                                                                                                                                                                                                                                              zoom meeting       1  RCR-PF3LV9TF  2025-09-06
1135  131697  1.757171e+09      idle     13761                                                                                                                                                                                                                                                                     start       1  RCR-PF3LV9TF  2025-09-06
1136  131698  1.757190e+09      idle         1                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1137  131699  1.757190e+09    coding         6                                                                                                                                                                                                                                               windows default lock screen       1  RCR-PF3LV9TF  2025-09-06
1138  131700  1.757190e+09      idle         5                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1139  131701  1.757190e+09      idle         0                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1140  131702  1.757190e+09      idle         0                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1141  131703  1.757190e+09      idle         0                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1142  131704  1.757190e+09    wasted        12                 amazon.com: avacraft stainless steel saucepan with glass lid strainer lid two side spouts for easy pour with ergonomic handle multipurpose sauce pan sauce pot (5-ply capsule bottom 3.5 quart): home & kitchen and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1143  131705  1.757190e+09    coding         3                                                                                                                                                                                                   chinese bible online - search and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1144  131706  1.757190e+09    coding        61                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1145  131707  1.757190e+09      mail         5                                                                                                                                                                                                                                                              zoom meeting       1  RCR-PF3LV9TF  2025-09-06
1146  131708  1.757190e+09    coding         3                                                                                                                                                                                                                                                                  settings       1  RCR-PF3LV9TF  2025-09-06
1147  131709  1.757190e+09      mail        17                                                                                                                                                                                                                                                              zoom meeting       1  RCR-PF3LV9TF  2025-09-06
1148  131710  1.757191e+09    coding        75                                                                                                                                                                                                                                                                  settings       1  RCR-PF3LV9TF  2025-09-06
1149  131711  1.757191e+09      mail        23                                                                                                                                                                                                                                                              zoom meeting       1  RCR-PF3LV9TF  2025-09-06
1150  131712  1.757191e+09    coding        87                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1151  131713  1.757191e+09    coding        42                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1152  131714  1.757191e+09    coding        10                                                                                                                                                                                                                        settings and 5 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1153  131715  1.757191e+09    coding         3                                                                                                                                                                                                                      extensions and 6 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1154  131716  1.757191e+09    coding        26                                                                                                                                                                                                          microsoft edge add-ons and 7 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1155  131717  1.757191e+09    coding        70                                                                                                                                                                                                microsoft edge add-ons - adblock and 7 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1156  131718  1.757191e+09    coding         6                                                                                                                                                                                                microsoft edge add-ons - adblock and 7 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1157  131719  1.757191e+09    coding         7                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 5 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1158  131720  1.757191e+09    coding         6                                                                                                                                                                                          thank you for installing our adblocker and 6 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1159  131721  1.757191e+09    coding         3                                                                                                                                                                                          thank you for installing our adblocker and 6 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1160  131722  1.757191e+09    coding       178                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1161  131723  1.757191e+09    coding        45                                                                                                                                                                                               track your time - don't waste it! and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1162  131724  1.757191e+09    coding       148                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1163  131725  1.757191e+09      mail         3                                                                                                                                                                                                                                                              zoom meeting       1  RCR-PF3LV9TF  2025-09-06
1164  131726  1.757192e+09    coding       322                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1165  131727  1.757192e+09    wasted         3                                                                                                                                                                                                                         new tab and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1166  131728  1.757192e+09  learning        29                                                                                                                                                                                                                   google gemini and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1167  131729  1.757192e+09    coding        36                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1168  131730  1.757192e+09  learning        42                                                                                                                                                                                                                   google gemini and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1169  131731  1.757192e+09    coding        28                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1170  131732  1.757192e+09  learning        44                                                                                                                                                                                                                   google gemini and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1171  131733  1.757192e+09    coding       253                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1172  131734  1.757192e+09    coding        39                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1173  131735  1.757192e+09  learning         7                                                                                                                                                                                                                   google gemini and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1174  131736  1.757192e+09    coding       180                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1175  131737  1.757192e+09    coding         3                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1176  131738  1.757192e+09    coding        11                                                                                                                                                                                               track your time - don't waste it! and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1177  131739  1.757193e+09    coding       183                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1178  131740  1.757193e+09    coding       117                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1179  131741  1.757193e+09      mail         4                                                                                                                                                                                                                                                              zoom meeting       1  RCR-PF3LV9TF  2025-09-06
1180  131742  1.757193e+09      mail        15                                                                                                                                                                                                                                                            zoom workplace       1  RCR-PF3LV9TF  2025-09-06
1181  131743  1.757193e+09    coding         3                                                                                                                                                                                           罗马书 - 中文圣经在线 - chinesebibleonline.com and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1182  131744  1.757193e+09    coding       215                                                                                                                                                                                               track your time - don't waste it! and 4 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1183  131745  1.757195e+09      idle         5                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1184  131746  1.757195e+09    coding       180                                                                                                                                                                                                                                                          new notification       1  RCR-PF3LV9TF  2025-09-06
1185  131747  1.757195e+09      idle         0                                                                                                                                                                                                                                                          new notification       1  RCR-PF3LV9TF  2025-09-06
1186  131748  1.757195e+09      idle         5                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1187  131749  1.757195e+09      idle         5                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1188  131750  1.757195e+09      idle         5                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1189  131752  1.757199e+09    coding         4                                                                                                                                                                                                                                               windows default lock screen       1  RCR-PF3LV9TF  2025-09-06
1190  131753  1.757199e+09      idle         0                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1191  131785  1.757211e+09    coding        11                                                                                                                                                                                               track your time - don't waste it! and 5 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1192  131786  1.757211e+09    coding         7                                                                                                                                                                                                                                                  command prompt - run.bat       1  RCR-PF3LV9TF  2025-09-06
1193  131787  1.757211e+09    coding        16                                                                                                                                                                                               track your time - don't waste it! and 5 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1194  150411  1.757154e+09  learning        46                                                                                                                                                                                                                                                                   warning       1  RCR-PF3LV9TF  2025-09-06
1195  150412  1.757154e+09    wasted        19                                                                                                                                                                                                                        new tab and 16 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1196  150413  1.757154e+09    family         2                                                                                                                                                                                                                  usta - search and 16 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1197  150414  1.757154e+09    family         5                                                                                                                                                                          usta: find a tennis tournament & play tennis near you and 17 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1198  150415  1.757154e+09    coding        14                                                                                                                                                                                                                        sign in and 17 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1199  150416  1.757154e+09    family         6                                                                                                                                                                          usta: find a tennis tournament & play tennis near you and 17 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1200  150417  1.757154e+09    coding         3                                                                                                                                                                                                                         family and 17 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1201  150418  1.757154e+09      idle         0                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1202  150419  1.757154e+09    family        15                                                                                                                                                               family account management | link & manage player profiles | usta and 17 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1203  150420  1.757154e+09    coding        11                                                                                                                                                                                              track your time - don't waste it! and 17 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1204  150421  1.757155e+09    coding        25                                                                                                                                                                                                                                                  command prompt - run.bat       1  RCR-PF3LV9TF  2025-09-06
1205  150422  1.757155e+09    coding         2                                                                                                                                                                                              track your time - don't waste it! and 17 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1206  150423  1.757156e+09      idle         0                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1207  150424  1.757156e+09    coding        12                                                                                                                                                                                                                  extension: comment translate - ocrt - visual studio code       1  RCR-PF3LV9TF  2025-09-06
1208  150425  1.757156e+09    coding        15                                                                                                                                                                                                                                  outlook (pwa) - mail - cen rao - outlook       1  RCR-PF3LV9TF  2025-09-06
1209  150426  1.757156e+09    coding         5                                                                                                                                                                                                          c:\projects\ocrt-master 16.3.1202.0\windebug.x64 - file explorer       1  RCR-PF3LV9TF  2025-09-06
1210  150427  1.757156e+09    coding         3                                                                                                                                                                                                                              2025-09-05 - crlog_laptop - obsidian v1.9.12       1  RCR-PF3LV9TF  2025-09-06
1211  150428  1.757156e+09    coding         4                                                                                                                                                                                               track your time - don't waste it! and 2 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1212  150429  1.757156e+09    coding         7                                                                                                                                                                                               add_local_date_column.py - window_recorder (workspace) - visual studio code       1  RCR-PF3LV9TF  2025-09-06
1213  150430  1.757156e+09    coding        28                                                                                                                                                                                                                                                  command prompt - run.bat       1  RCR-PF3LV9TF  2025-09-06
1214  150431  1.757156e+09    coding         9                                                                                                                                                                                               add_local_date_column.py - window_recorder (workspace) - visual studio code       1  RCR-PF3LV9TF  2025-09-06
1215  150432  1.757156e+09  learning         6                                                                                                                                                                                                                                                                   warning       1  RCR-PF3LV9TF  2025-09-06
1216  150433  1.757156e+09    coding        11                                                                                                                                                                                                                                                  command prompt - run.bat       1  RCR-PF3LV9TF  2025-09-06
1217  150434  1.757156e+09    coding         6                                                                                                                                                                                               track your time - don't waste it! and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1218  150435  1.757156e+09    coding        15                                                                                                                                                                                                                                                  command prompt - run.bat       1  RCR-PF3LV9TF  2025-09-06
1219  150436  1.757156e+09    coding         8                                                                                                                                                                                                       requirements.txt - window_recorder (workspace) - visual studio code       1  RCR-PF3LV9TF  2025-09-06
1220  150437  1.757156e+09    coding        69                                                                                                                                                                                                       requirements.txt - window_recorder (workspace) - visual studio code       1  RCR-PF3LV9TF  2025-09-06
1221  150438  1.757156e+09    gaming         8  amazon.com: kirecoo stainless steel stock pot - 8 quart heavy duty induction cooking pot with visible lid for pasta soup spaghetti nonstick thick bottom big stockpot deep cookware for canning boiling simmer: home & kitchen and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1222  150439  1.757156e+09      idle         0                                                                                                                                                                                                                                                            Computer Sleep       1  RCR-PF3LV9TF  2025-09-06
1223  150440  1.757156e+09  learning         2                                                                                                                                                                                                                                                                   warning       1  RCR-PF3LV9TF  2025-09-06
1224  150441  1.757157e+09    coding        33                                                                                                                                                                                               track your time - don't waste it! and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1225  150442  1.757157e+09    gaming         9  amazon.com: kirecoo stainless steel stock pot - 8 quart heavy duty induction cooking pot with visible lid for pasta soup spaghetti nonstick thick bottom big stockpot deep cookware for canning boiling simmer: home & kitchen and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1226  150443  1.757157e+09    gaming        58                                                                                                                                                                                                          amazon.com : stockpots and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
1227  150444  1.757157e+09    wasted        44                                                                                                                                                                                                          amazon.com : pasta pot and 3 more pages - work - microsoft​ edge       1  RCR-PF3LV9TF  2025-09-06
