Detailed activity log for 2025-08-27

           id     timestamp  category  duration                                                                                                                                                                     window_title  synced       source  local_date
27      17434  1.756287e+09    family         8                                                                                                                                         photos - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
28      17435  1.756287e+09    family         4                                                                                                                                          photo - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
29      17436  1.756287e+09    family         7                                                                                                                                         photos - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
30      17437  1.756287e+09    family         3                                                                                                                                          photo - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
31      17438  1.756288e+09    family         6                                                                                                                                          video - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
32      17439  1.756288e+09    family         2                                                                                                                                         photos - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
33      17440  1.756288e+09    family         7                                                                                                                                          photo - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
34      17441  1.756288e+09    family        11                                                                                                                                         photos - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
35      17442  1.756288e+09    family         3                                                                                                                                         photos - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
36      17443  1.756288e+09    family         3                                                                                                                                          photo - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
37      17444  1.756288e+09    family         5                                                                                                                                         photos - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
38      17445  1.756288e+09    family        19                                                                                                                                          photo - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
39      17446  1.756288e+09    family         2                                                                                                                                         photos - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
40      17447  1.756288e+09    family         3                                                                                                                                          photo - google photos — mozilla firefox       1  cen-xps8900  2025-08-27
41      17448  1.756288e+09  learning         3                                                                                                                                                 ‎google gemini — mozilla firefox       1  cen-xps8900  2025-08-27
42      17449  1.756288e+09  learning       473                                                                                                                                                  google gemini — mozilla firefox       1  cen-xps8900  2025-08-27
43      17450  1.756288e+09  learning       354                                                                                                                                                  google gemini — mozilla firefox       1  cen-xps8900  2025-08-27
44      17451  1.756290e+09      idle         0                                                                                                                                                                   Computer Sleep       1  cen-xps8900  2025-08-27
45      17452  1.756290e+09      idle         0                                                                                                                                                                   Computer Sleep       1  cen-xps8900  2025-08-27
46      17453  1.756290e+09    wasted        11                                                                                                                                                        youtube — mozilla firefox       1  cen-xps8900  2025-08-27
47      17454  1.756290e+09    wasted         9                                                                                    a chiefs fan reaction to taylor swift & travis kelce's engagement - youtube — mozilla firefox       1  cen-xps8900  2025-08-27
48      17455  1.756290e+09      idle         0                                                                                                                                                                   Computer Sleep       1  cen-xps8900  2025-08-27
49      17456  1.756290e+09      mail         3                                                                                                        new text message from 64241 - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
50      17457  1.756290e+09    wasted       106                                                                                    a chiefs fan reaction to taylor swift & travis kelce's engagement - youtube — mozilla firefox       1  cen-xps8900  2025-08-27
51      17458  1.756290e+09    wasted         9                                                                                                                                                        youtube — mozilla firefox       1  cen-xps8900  2025-08-27
